typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","843680","Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","221","true","-1","N/A",,"false","3336829","true",,"false",,"50618444","50618444","6","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","843680","Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","147353","false",,"false",,"1162795","1162795","0","true","false",
"C","A","20160101","2016","52","2016","218","ECU","Ecuador","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","847989","Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","-1","N/A",,"false","75","false",,"false",,"7766","7766","0","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","847989","Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","674626.754","true",,"false",,"18435584.092","18435584.092","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","847989","Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","933454","true",,"false",,"18501876","18501876","4","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","847989","Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","100222","false",,"false",,"6244226","6244226","0","true","false",
"C","A","20160101","2016","52","2016","218","ECU","Ecuador","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13","false","-1","N/A",,"false","13","false",,"false",,"3654","3654","0","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","691670.8","false","8","kg","691670.8","false","691670.8","false",,"false",,"9898567.946","9898567.946","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","888888","true","-1","N/A",,"false","888888","true",,"false",,"24041009","24041009","6","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1719248","true","-1","N/A",,"false","1719248","true",,"false",,"33091379","33091379","6","true","false",
"C","A","20160101","2016","52","2016","268","GEO","Georgia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13.2","false","8","kg","13.2","false","13.2","false","0","false","0","9604.74","9604.74","0","false","true",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","853710","Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","89396.8","false","8","kg","89396.8","false","89396.8","false",,"false",,"7915919.105","7915919.105","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","853710","Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","88815","true","-1","N/A",,"false","88815","true",,"false",,"10196480","10196480","6","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","853710","Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","273439","false","-1","N/A",,"false","273439","false",,"false",,"16042476","16042476","0","true","false",
"C","A","20160101","2016","52","2016","268","GEO","Georgia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","853710","Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","256.25","false","8","kg","256.25","false","256.25","false","0","false","0","31116.72","31116.72","0","false","true",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870323","Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 1500cc but not exceeding 3000cc","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","578","false","5","u","578","false","1251958","false",,"false",,"17011529.124","17011529.124","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870323","Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 1500cc but not exceeding 3000cc","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","608","false","-1","N/A",,"false","1000772","false",,"false",,"14810623","14810623","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870323","Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 1500cc but not exceeding 3000cc","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","221","true","-1","N/A",,"false","461486","false",,"false",,"3506159","3506159","2","true","false",
"C","A","20160101","2016","52","2016","268","GEO","Georgia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870323","Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 1500cc but not exceeding 3000cc","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1004","false","5","u","1004","false","301925.779","true","0","false","0","3566041.98","3566041.98","4","false","true",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870324","Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 3000cc","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","192","false","5","u","192","false","445871","false",,"false",,"7038337.766","7038337.766","0","false","true",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870324","Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 3000cc","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3","true","-1","N/A",,"false","3980","false",,"false",,"107922","107922","2","true","false",
"C","A","20160101","2016","52","2016","268","GEO","Georgia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870324","Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 3000cc","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","739","false","5","u","739","false","98436.129","true","0","false","0","3773661.02","3773661.02","4","false","true",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870332","Vehicles; compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity exceeding 1500cc but not exceeding 2500cc","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","14","false","5","u","14","false","36329","false",,"false",,"452087.4","452087.4","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870332","Vehicles; compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity exceeding 1500cc but not exceeding 2500cc","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","291","false","-1","N/A",,"false","537040","false",,"false",,"9371153","9371153","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870332","Vehicles; compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity exceeding 1500cc but not exceeding 2500cc","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","236","true","-1","N/A",,"false","871607","false",,"false",,"4510185","4510185","2","true","false",
"C","A","20160101","2016","52","2016","268","GEO","Georgia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870332","Vehicles; compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity exceeding 1500cc but not exceeding 2500cc","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","25","false","5","u","25","false","8991.707","true","0","false","0","109403.77","109403.77","4","false","true",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870333","Vehicles; compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity exceeding 2500cc","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","5","false","5","u","5","false","11527","false",,"false",,"166537.435","166537.435","0","false","true",
"C","A","20160101","2016","52","2016","268","GEO","Georgia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870333","Vehicles; compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity exceeding 2500cc","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","15","false","5","u","15","false","4418.048","true","0","false","0","96781.09","96781.09","4","false","true",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870829","Vehicles; parts and accessories, of bodies, other than safety seat belts","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","49372.2","false","8","kg","49372.2","false","49372.2","false",,"false",,"511928.611","511928.611","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870829","Vehicles; parts and accessories, of bodies, other than safety seat belts","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","329702","true","-1","N/A",,"false","329702","true",,"false",,"2201117","2201117","6","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870829","Vehicles; parts and accessories, of bodies, other than safety seat belts","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2770847","false","-1","N/A",,"false","2770847","false",,"false",,"16254137","16254137","0","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870840","Vehicle parts; gear boxes and parts thereof","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","109322.6","false","8","kg","109322.6","false","109322.6","false",,"false",,"1232696.165","1232696.165","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870840","Vehicle parts; gear boxes and parts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21161","true","-1","N/A",,"false","21161","true",,"false",,"487056","487056","6","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870840","Vehicle parts; gear boxes and parts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3558012","true","-1","N/A",,"false","3558012","true",,"false",,"50169081","50169081","6","true","false",
"C","A","20160101","2016","52","2016","268","GEO","Georgia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870840","Vehicle parts; gear boxes and parts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","91.3","false","8","kg","91.3","false","91.3","false","0","false","0","6070.48","6070.48","0","false","true",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870899","Vehicle parts and accessories; n.e.c. in heading no. 8708","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","362615.2","false","8","kg","362615.2","false","362615.2","false",,"false",,"3255326.198","3255326.198","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870899","Vehicle parts and accessories; n.e.c. in heading no. 8708","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","645335","true","-1","N/A",,"false","645335","true",,"false",,"6068120","6068120","6","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870899","Vehicle parts and accessories; n.e.c. in heading no. 8708","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4816699","false","-1","N/A",,"false","4816699","false",,"false",,"64737612","64737612","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","880240","Aeroplanes and other aircraft; of an unladen weight exceeding 15,000kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","33","true","-1","N/A",,"false","411356","false",,"false",,"658049942","658049942","2","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","901819","Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","87.5","false",,"false",,"38274.86","38274.86","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","901819","Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","11480","true",,"false",,"4376869","4376869","4","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","901819","Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1296","true",,"false",,"554351","554351","4","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","901890","Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","219913.1","false",,"false",,"16926372.126","16926372.126","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","901890","Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","86184","true",,"false",,"11843200","11843200","4","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","901890","Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","17690","true",,"false",,"2557044","2557044","4","true","false",
"C","A","20160101","2016","52","2016","268","GEO","Georgia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","901890","Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","5","false","5","u","5","false","465","false","0","false","0","9400.84","9400.84","0","false","true",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","903289","Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","12146.5","false",,"false",,"1179549.319","1179549.319","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","903289","Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","39198","true",,"false",,"6903660","6903660","4","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","903289","Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","34833","false",,"false",,"5851068","5851068","0","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","940190","Seat; parts","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","18912","false","8","kg","18912","false","18912","false",,"false",,"86484.711","86484.711","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","940190","Seat; parts","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3450","true","-1","N/A",,"false","3450","true",,"false",,"61348","61348","6","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","940190","Seat; parts","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","37230","true","-1","N/A",,"false","37230","true",,"false",,"5380457","5380457","6","true","false",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","300490","Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, for therapeutic or prophylactic uses, packaged for retail sale","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","41144572","false","8","kg","41144572","false","41144572","false",,"false",,"1091622244.387","1091622244.387","0","false","true",
"C","A","20160101","2016","52","2016","300","GRC","Greece","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","300490","Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, for therapeutic or prophylactic uses, packaged for retail sale","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","-1","N/A",,"false","1","false",,"false",,"190","190","0","true","false",
"C","A","20160101","2016","52","2016","328","GUY","Guyana","X","Export","643","RUS","Russian Federation","0","W00","World","H3","HS","true","300490","Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, for therapeutic or prophylactic uses, packaged for retail sale","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0","false","-1","N/A",,"false",,"false",,"false",,"34","34","0","true","false",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","330210","Odoriferous substances and mixtures; of a kind used in the food or drink industries","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","6911710","false","8","kg","6911710","false","6911710","false",,"false",,"67170204.553","67170204.553","0","false","true",
"C","A","20160101","2016","52","2016","300","GRC","Greece","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","330210","Odoriferous substances and mixtures; of a kind used in the food or drink industries","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10","false","-1","N/A",,"false","10","false",,"false",,"269","269","0","true","false",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","841989","Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","7235693.824","true",,"false",,"100416562.819","100416562.819","0","false","true",
"C","A","20160101","2016","52","2016","344","HKG","China, Hong Kong SAR","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","841989","Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","3","false","5","u","3","false",,"false",,"false",,"18188.98","18188.98","0","false","true",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","843680","Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","193.512","true","-1","N/A","0","false","15764418","false",,"false",,"81741115.523","81741115.523","0","false","true",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","847989","Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","4538802.519","true",,"false",,"152674807.273","152674807.273","0","false","true",
"C","A","20160101","2016","52","2016","344","HKG","China, Hong Kong SAR","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","847989","Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","783","false","5","u","783","false",,"false",,"false",,"1083795.09","1083795.09","0","false","true",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","6372852.379","true","-1","N/A","0","false","6372852.379","true",,"false",,"172912865.101","172912865.101","0","false","true",
"C","A","20160101","2016","52","2016","300","GRC","Greece","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","873","false","-1","N/A",,"false","873","false",,"false",,"59027","59027","0","true","false",
"C","A","20160101","2016","52","2016","344","HKG","China, Hong Kong SAR","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","1211","false","5","u","1211","false",,"false",,"false",,"97407.22","97407.22","0","false","true",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","853710","Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1621803.111","true","-1","N/A","0","false","1621803.111","true",,"false",,"178555491.914","178555491.914","0","false","true",
"C","A","20160101","2016","52","2016","300","GRC","Greece","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","853710","Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","580","false","-1","N/A",,"false","580","false",,"false",,"14303","14303","0","true","false",
"C","A","20160101","2016","52","2016","344","HKG","China, Hong Kong SAR","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","853710","Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1793","false","8","kg","1793","false","1793","false",,"false",,"1811980.529","1811980.529","0","false","true",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870323","Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 1500cc but not exceeding 3000cc","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","29176","false","5","u","29176","false","51397239","false",,"false",,"733940457.76","733940457.76","0","false","true",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870324","Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 3000cc","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","3277","false","5","u","3277","false","7099784","false",,"false",,"337328758.431","337328758.431","0","false","true",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870332","Vehicles; compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity exceeding 1500cc but not exceeding 2500cc","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","7149","false","5","u","7149","false","13602569","false",,"false",,"134015474.225","134015474.225","0","false","true",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870333","Vehicles; compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity exceeding 2500cc","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","8272","false","5","u","8272","false","18528173","false",,"false",,"447769720.742","447769720.742","0","false","true",
"C","A","20160101","2016","52","2016","276","DEU","Germany","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870829","Vehicles; parts and accessories, of bodies, other than safety seat belts","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","28522505","false","8","kg","28522505","false","28522505","false",,"false",,"180361825.192","180361825.192","0","false","true",
"C","A","20160101","2016","52","2016","344","HKG","China, Hong Kong SAR","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","870829","Vehicles; parts and accessories, of bodies, other than safety seat belts","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1029","false","8","kg","1029","false","1029","false",,"false",,"2356.282","2356.282","0","false","true",
