typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20160101","2016","52","2016","203","CZE","Czechia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","253010","Vermiculite, perlite and chlorites; unexpanded","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9250","false","-1","N/A",,"false","9250","false",,"false",,"3650","3650","0","true","false",
"C","A","20160101","2016","52","2016","208","DNK","Denmark","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","253010","Vermiculite, perlite and chlorites; unexpanded","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1806","false","8","kg","1806","false","1806","false",,"false",,"3755.774","3755.774","0","true","false",
"C","A","20160101","2016","52","2016","124","CAN","Canada","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","253090","Mineral substances; n.e.c. in chapter 25","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","13114","false","8","kg","13114","false","13114","false","0","false",,"43613.085","43613.085","0","false","true",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","253090","Mineral substances; n.e.c. in chapter 25","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2187419.385","true","-1","N/A","0","false","2187419.385","true","0","false","0","1357594","1357594","6","false","true",
"C","A","20160101","2016","52","2016","170","COL","Colombia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","253090","Mineral substances; n.e.c. in chapter 25","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","566","false","-1","N/A",,"false","566","false",,"false",,"75474","75474","0","true","false",
"C","A","20160101","2016","52","2016","203","CZE","Czechia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","253090","Mineral substances; n.e.c. in chapter 25","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","500","false","-1","N/A",,"false","500","false",,"false",,"484","484","0","true","false",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","270111","Coal; anthracite, whether or not pulverised, but not agglomerated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22758772.009","true","-1","N/A","0","false","22758772.009","true","0","false","0","2503278","2503278","6","false","true",
"C","A","20160101","2016","52","2016","124","CAN","Canada","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","270300","Peat; (including peat litter), whether or not agglomerated","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","128000","false","21","1000 KG","128","false","128000","false","0","false",,"163163.856","163163.856","0","false","true",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","270799","Oils and other products of the distillation of high temperature coal tar; n.e.c. in heading no. 2707","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1627.1","true","-1","N/A","0","false","1627.1","true","0","false","0","790","790","6","false","true",
"C","A","20160101","2016","52","2016","124","CAN","Canada","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271012","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","22861","false","7","l","22861","false","22861","false","0","false",,"21563.568","21563.568","0","false","true",
"C","A","20160101","2016","52","2016","203","CZE","Czechia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271012","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","63","false","-1","N/A",,"false","63","false",,"false",,"202","202","0","true","false",
"C","A","20160101","2016","52","2016","208","DNK","Denmark","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271012","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","340","false","8","kg","340","false","340","false",,"false",,"3993.743","3993.743","0","true","false",
"C","A","20160101","2016","52","2016","124","CAN","Canada","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","6951653","false","7","l","6951653","false","6951653","false","0","false",,"12123133.663","12123133.663","0","false","true",
"C","A","20160101","2016","52","2016","152","CHL","Chile","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4","false","8","kg","4","false","4","false","0","false","0","600","600","0","true","false",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","281802210","false","7","l","281802210","false","281802210","false","0","false","0","119570971","119570971","0","false","true",
"C","A","20160101","2016","52","2016","191","HRV","Croatia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18","false","-1","N/A",,"false","18","false",,"false",,"52","52","0","true","false",
"C","A","20160101","2016","52","2016","203","CZE","Czechia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10598834","false","-1","N/A",,"false","10598834","false",,"false",,"5459554","5459554","0","true","false",
"C","A","20160101","2016","52","2016","204","BEN","Benin","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","665856","false","8","kg","665856","false","665856","false","0","false","0","225147.44","225147.44","0","false","true",
"C","A","20160101","2016","52","2016","208","DNK","Denmark","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","158","false","8","kg","158","false","158","false",,"false",,"2146.475","2146.475","0","true","false",
"C","A","20160101","2016","52","2016","208","DNK","Denmark","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271020","Petroleum oils and oils from bituminous minerals, containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false",,"false",,"24.525","24.525","0","true","false",
"C","A","20160101","2016","52","2016","203","CZE","Czechia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271210","Petroleum jelly","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4","false","-1","N/A",,"false","4","false",,"false",,"1827","1827","0","true","false",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271220","Paraffin wax; containing by weight less than 0.75% of oil, obtained by synthesis or by other processes, whether or not coloured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","27.816","true","-1","N/A","0","false","27.816","true","0","false","0","48","48","6","false","true",
"C","A","20160101","2016","52","2016","203","CZE","Czechia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271220","Paraffin wax; containing by weight less than 0.75% of oil, obtained by synthesis or by other processes, whether or not coloured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","149","false","-1","N/A",,"false","149","false",,"false",,"12096","12096","0","true","false",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271290","Paraffin wax; containing by weight 0.75% or more of oil, obtained by synthesis or by other processes, whether or not coloured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","39716.249","true","-1","N/A","0","false","39716.249","true","0","false","0","51953","51953","6","false","true",
"C","A","20160101","2016","52","2016","203","CZE","Czechia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271290","Paraffin wax; containing by weight 0.75% or more of oil, obtained by synthesis or by other processes, whether or not coloured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","68960","false","-1","N/A",,"false","68960","false",,"false",,"148271","148271","0","true","false",
"C","A","20160101","2016","52","2016","208","DNK","Denmark","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271290","Paraffin wax; containing by weight 0.75% or more of oil, obtained by synthesis or by other processes, whether or not coloured","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","75","false","8","kg","75","false","75","false",,"false",,"185.351","185.351","0","true","false",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271312","Petroleum coke; calcined, obtained from bituminous minerals","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","29365702.193","true","-1","N/A","0","false","29365702.193","true","0","false","0","17168734","17168734","6","false","true",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271490","Bitumen and asphalt, natural; asphaltites and asphaltic rock","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","127157.503","true","-1","N/A","0","false","127157.503","true","0","false","0","54653","54653","6","false","true",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","290220","Cyclic hydrocarbons; benzene","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23335.268","true","-1","N/A","0","false","23335.268","true","0","false","0","14630","14630","6","false","true",
"C","A","20160101","2016","52","2016","124","CAN","Canada","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","381900","Hydraulic fluids; for brakes and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","513","false","8","kg","513","false","513","false","0","false",,"765.896","765.896","0","false","true",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","381900","Hydraulic fluids; for brakes and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4896.065","true","-1","N/A","0","false","4896.065","true","0","false","0","13451","13451","6","false","true",
"C","A","20160101","2016","52","2016","203","CZE","Czechia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","381900","Hydraulic fluids; for brakes and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","32","false","-1","N/A",,"false","32","false",,"false",,"457","457","0","true","false",
"C","A","20160101","2016","52","2016","124","CAN","Canada","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","741991","Copper; cast, moulded, stamped or forged, but not further worked","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","250","false","8","kg","250","false","250","false","0","false",,"1619.324","1619.324","0","false","true",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","741991","Copper; cast, moulded, stamped or forged, but not further worked","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19911.513","true","-1","N/A","0","false","19911.513","true","0","false","0","271450","271450","6","false","true",
"C","A","20160101","2016","52","2016","203","CZE","Czechia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","741991","Copper; cast, moulded, stamped or forged, but not further worked","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","90","false","-1","N/A",,"false","90","false",,"false",,"4072","4072","0","true","false",
"C","A","20160101","2016","52","2016","124","CAN","Canada","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","741999","Copper; articles n.e.c. in heading no. 7419","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","0","true","0","false",,"15801.613","15801.613","6","false","true",
"C","A","20160101","2016","52","2016","144","LKA","Sri Lanka","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","741999","Copper; articles n.e.c. in heading no. 7419","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","35","false","-1","N/A",,"false","35","false",,"false",,"316","316","0","true","false",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","741999","Copper; articles n.e.c. in heading no. 7419","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","27583.808","true","-1","N/A","0","false","27583.808","true","0","false","0","623257","623257","6","false","true",
"C","A","20160101","2016","52","2016","170","COL","Colombia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","741999","Copper; articles n.e.c. in heading no. 7419","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","-1","N/A",,"false","2","false",,"false",,"691","691","0","true","false",
"C","A","20160101","2016","52","2016","191","HRV","Croatia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","741999","Copper; articles n.e.c. in heading no. 7419","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","392","false","-1","N/A",,"false","392","false",,"false",,"68404","68404","0","true","false",
"C","A","20160101","2016","52","2016","203","CZE","Czechia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","741999","Copper; articles n.e.c. in heading no. 7419","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2277","false","-1","N/A",,"false","2277","false",,"false",,"67924","67924","0","true","false",
"C","A","20160101","2016","52","2016","208","DNK","Denmark","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","741999","Copper; articles n.e.c. in heading no. 7419","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","22","false","8","kg","22","false","22","false",,"false",,"13205.258","13205.258","0","true","false",
"C","A","20160101","2016","52","2016","124","CAN","Canada","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","0","true","0","false",,"4251965.636","4251965.636","6","false","true",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","62624727.459","true","8","kg","62624705","false","62624727.459","true","0","false","0","391384759","391384759","6","false","true",
"C","A","20160101","2016","52","2016","170","COL","Colombia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","100","false","-1","N/A",,"false","100","false",,"false",,"1091","1091","0","true","false",
"C","A","20160101","2016","52","2016","191","HRV","Croatia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","144899","false","-1","N/A",,"false","144899","false",,"false",,"973919","973919","0","true","false",
"C","A","20160101","2016","52","2016","192","CUB","Cuba","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.5","false","8","kg","0.5","false","0.5","false","0","false",,"138.56","138.56","0","true","false",
"C","A","20160101","2016","52","2016","203","CZE","Czechia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2917547","false","-1","N/A",,"false","2917547","false",,"false",,"47989831","47989831","0","true","false",
"C","A","20160101","2016","52","2016","208","DNK","Denmark","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","848180","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1209919","false","8","kg","1209919","false","1209919","false",,"false",,"17812703.638","17812703.638","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","251200","Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1698358","false","-1","N/A",,"false","1698358","false",,"false",,"774985","774985","0","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","251310","Pumice stone, whether or not heat treated","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2138.6","false","8","kg","2138.6","false","2138.6","false",,"false",,"3666.628","3666.628","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","251310","Pumice stone, whether or not heat treated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5504","false","-1","N/A",,"false","5504","false",,"false",,"18309","18309","0","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","252010","Gypsum; anhydrite","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","157.5","false","8","kg","157.5","false","157.5","false",,"false",,"619.961","619.961","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","252610","Steatite; natural, (not crushed or powdered), whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","64","false","-1","N/A",,"false","64","false",,"false",,"46","46","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","252610","Steatite; natural, (not crushed or powdered), whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","151","false","-1","N/A",,"false","151","false",,"false",,"1898","1898","0","true","false",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","253010","Vermiculite, perlite and chlorites; unexpanded","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2225","false","-1","N/A",,"false","2225","false",,"false",,"1499","1499","0","true","false",
"C","A","20160101","2016","52","2016","268","GEO","Georgia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","253010","Vermiculite, perlite and chlorites; unexpanded","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14002019","false","8","kg","14002019","false","14002019","false","0","false","0","1159232.02","1159232.02","0","false","true",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","253090","Mineral substances; n.e.c. in chapter 25","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1286","false","8","kg","1286","false","1286","false",,"false",,"5266.128","5266.128","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","253090","Mineral substances; n.e.c. in chapter 25","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1688161","false","-1","N/A",,"false","1688161","false",,"false",,"455314","455314","0","true","false",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","270111","Coal; anthracite, whether or not pulverised, but not agglomerated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5720","false","-1","N/A",,"false","5720","false",,"false",,"7619","7619","0","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","270300","Peat; (including peat litter), whether or not agglomerated","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","849157","false","8","kg","849157","false","849157","false",,"false",,"133898.576","133898.576","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","270300","Peat; (including peat litter), whether or not agglomerated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","732570","false","-1","N/A",,"false","732570","false",,"false",,"179305","179305","0","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","270799","Oils and other products of the distillation of high temperature coal tar; n.e.c. in heading no. 2707","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","25094.4","false","8","kg","25094.4","false","25094.4","false",,"false",,"95954.952","95954.952","0","false","true",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","270799","Oils and other products of the distillation of high temperature coal tar; n.e.c. in heading no. 2707","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","121300","false","-1","N/A",,"false","121300","false",,"false",,"62842","62842","0","true","false",
"C","A","20160101","2016","52","2016","218","ECU","Ecuador","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271012","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0","false","-1","N/A",,"false",,"false",,"false",,"33","33","0","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271012","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","998956.3","false","8","kg","998956.3","false","998956.3","false",,"false",,"868525.808","868525.808","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271012","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5293781","false","-1","N/A",,"false","5293781","false",,"false",,"4336658","4336658","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271012","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","30109","true","-1","N/A",,"false","30109","true",,"false",,"70224","70224","6","true","false",
"C","A","20160101","2016","52","2016","218","ECU","Ecuador","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0","false","-1","N/A",,"false",,"false",,"false",,"11","11","0","true","false",
"C","A","20160101","2016","52","2016","233","EST","Estonia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","6030169.8","false","8","kg","6030169.8","false","6030169.8","false",,"false",,"4735912.337","4735912.337","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","62301401","false","-1","N/A",,"false","62301401","false",,"false",,"160094540","160094540","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19206033","true","-1","N/A",,"false","19206033","true",,"false",,"23559161","23559161","6","true","false",
"C","A","20160101","2016","52","2016","268","GEO","Georgia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19506","false","8","kg","19506","false","19506","false","0","false","0","39887","39887","0","false","true",
